title,runtime,budget,Year,Genre,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport
The Insider,157,90000000,1999,Drama Thriller ,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bride of Re-Animator,96,2000000,1989,Comedy Horror Science Fiction ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Creepshow,120,8000000,1982,Horror Comedy Fantasy ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Creepshow 2,92,3500000,1987,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Re-Animator,86,900000,1985,Science Fiction Comedy Horror ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Drugstore Cowboy,100,2500000,1989,Crime Drama ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falling Down,113,25000000,1993,Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Best Girl,80,483103,1927,Drama Comedy Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piranha,94,660000,1978,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nighthawks,99,5000000,1981,Action Crime Thriller ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spaceballs,96,22700000,1987,Comedy Science Fiction ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hood,83,15000000,1973,Animation Family ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quest for Fire,100,12000000,1981,Adventure Drama ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Big Man,139,15000000,1970,Adventure Western History ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trading Places,116,40600000,1983,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under the Rainbow,98,20000000,1981,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anywhere But Here,114,23000000,1999,Drama Comedy Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dogma,130,10000000,1999,Fantasy Comedy Adventure ,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Messenger: The Story of Joan of Arc,148,60000000,1999,Adventure Drama Action History War ,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pokémon: The First Movie: Mewtwo Strikes Back,75,30000000,1998,Animation ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Longest Day,178,10000000,1962,Action Drama History War ,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tora! Tora! Tora!,144,25485000,1970,History Action Drama Adventure War ,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Women on the Verge of a Nervous Breakdown,88,700000,1988,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Verdict,129,16000000,1982,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Repulsion,105,300000,1965,Drama Horror Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sleepy Hollow,105,100000000,1999,Drama Fantasy Thriller Mystery ,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The World Is Not Enough,128,135000000,1999,Adventure Action Thriller ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About My Mother,101,8272296,1999,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicycle Thieves,93,133000,1948,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matewan,132,4000000,1987,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grapes of Wrath,129,750000,1940,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Natural,137,28000000,1984,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatal Attraction,119,14000000,1987,Romance Drama Thriller Horror Mystery ,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Jagged Edge,108,15000000,1985,Mystery Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stanley & Iris,104,23000000,1990,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Run,126,30000000,1988,Adventure Comedy Crime ,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backdraft,137,75000000,1991,Action Crime Drama Mystery Thriller ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Fisher King,137,24000000,1991,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The River,122,18000000,1984,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End of Days,121,100000000,1999,Action Fantasy Horror Mystery ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Toy Story 2,92,90000000,1999,Animation Comedy Family ,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride with the Devil,138,38000000,1999,Drama War Romance Western ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Tumbleweeds,102,312000,1999,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The End of the Affair,102,23000000,1999,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bonfire of the Vanities,125,47000000,1990,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Two Jakes,138,19000000,1990,Crime Drama Mystery ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deuce Bigalow: Male Gigolo,88,17000000,1999,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Green Mile,189,60000000,1999,Fantasy Drama Crime ,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cider House Rules,126,24000000,1999,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Picture Show,118,1300000,1971,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 7th Voyage of Sinbad,88,650000,1958,Action Adventure Family Fantasy ,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna and the King,148,75000000,1999,Drama History Romance ,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicentennial Man,131,100000000,1999,Comedy Science Fiction ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Little,84,133000000,1999,Animation Fantasy Family Comedy ,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantasia 2000,74,80000000,1999,Animation Family Music ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Magnolia,188,37000000,1999,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onegin,104,14000000,1999,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simpatico,106,10000000,1999,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy Rider,95,360000,1969,Adventure Drama ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any Given Sunday,163,55000000,1999,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man on the Moon,118,82000000,1999,Comedy Drama Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galaxy Quest,102,45000000,1999,Comedy Family Science Fiction ,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Talented Mr. Ripley,139,40000000,1999,Thriller Crime Drama ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next Friday,98,11000000,2000,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hurricane,146,50000000,1999,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angela's Ashes,145,25,1999,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Play It to the Bone,124,24000000,1999,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Girl, Interrupted",127,40000000,1999,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Dog Skip,95,7000000,2000,Comedy Drama Family ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supernova,91,90000000,2000,Horror Science Fiction Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
The Terrorist,95,24554,1998,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stalag 17,120,1661530,1953,Comedy Drama War ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Papillon,151,12000000,1973,Crime Drama ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Even Dwarfs Started Small,96,200000,1970,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Calm,96,10000000,1989,Crime Thriller Horror Drama ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fast Times at Ridgemont High,90,4500000,1982,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Cry in the Dark,120,15000000,1988,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman: Mask of the Phantasm,76,6000000,1993,Action Adventure Animation Family ,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poison,85,250000,1991,Drama Horror Science Fiction ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Down to You,91,9000000,2000,Comedy Drama Family Romance ,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eye of the Beholder,109,15000000,1999,Drama Mystery Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Isn't She Great,95,36000000,2000,Drama Comedy ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm X,202,34000000,1992,Drama History ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sister Act,100,31000000,1992,Music Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sister Act 2: Back in the Habit,107,38000000,1993,Music Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hand that Rocks the Cradle,110,11700000,1992,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alive,120,32000000,1993,Action Adventure Drama Thriller ,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scent of a Woman,157,31000000,1992,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne's World,94,20000000,1992,Music Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A League of Their Own,128,40000000,1992,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patriot Games,117,45000000,1992,Drama Action Thriller Crime ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bodyguard,129,25000000,1992,Thriller Action Drama Music Romance ,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Death Becomes Her,104,55000000,1992,Fantasy Comedy ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far and Away,140,60000000,1992,Adventure Drama Romance Western ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Twin Peaks: Fire Walk with Me,134,10000000,1992,Drama Mystery ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Buffy the Vampire Slayer,86,7000000,1992,Action Comedy Horror ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hard Boiled,126,4500000,1992,Action Thriller Crime ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Mariachi,81,220000,1992,Action Crime Thriller ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Lieutenant,96,1000000,1992,Crime Drama ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream 3,116,40000000,2000,Horror Mystery ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Single White Female,107,16000000,1992,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boondock Saints,108,6000000,1999,Action Thriller Crime ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Shy,101,10000000,2000,Action Comedy Romance Thriller ,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beach,119,40000000,2000,Drama Adventure Romance Thriller ,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tigger Movie,77,30000000,2000,Animation Family ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trois,93,200000,2000,Drama Thriller Romance ,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eaten Alive,91,520000,1976,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"To Sir, with Love",105,640000,1967,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boiler Room,118,26000000,2000,Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanging Up,94,40000000,2000,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitch Black,108,23000000,2000,Thriller Science Fiction Action ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Whole Nine Yards,98,41300000,2000,Comedy Crime ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Circus,71,9000000,1928,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Lights,87,1500000,1931,Comedy Drama Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reindeer Games,124,42000000,2000,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wonder Boys,111,35000000,2000,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Strikes,82,6000000,2000,Action Comedy Romance ,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chain of Fools,96,20000000,2000,Action Comedy Crime ,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drowning Mona,96,16000000,2000,Comedy Crime Mystery ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Next Best Thing,108,25000000,2000,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Planet Are You From?,105,60000000,2000,Comedy Drama Romance Science Fiction ,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Mat,102,2053648,1999,Documentary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cross of Iron,132,6000000,1977,Drama Action History War ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Birdy,120,12000000,1984,Drama History ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Feast,67,24500,1963,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Color Me Blood Red,79,50000,1965,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Raisin in the Sun,128,1500000,1961,Romance Drama ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Thousand Maniacs!,87,65000,1964,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mission to Mars,114,90000000,2000,Science Fiction ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Ninth Gate,133,38000000,1999,Horror Mystery Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Breaking Away,100,2300000,1979,Drama Comedy ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoosiers,114,9000000,1986,Drama Family ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bull Durham,108,7000000,1988,Comedy Romance ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dog Day Afternoon,125,1800000,1975,Crime Drama Thriller ,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Graffiti,110,777000,1973,Comedy Drama ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Searchers,119,3750000,1956,Western ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Betrayed,127,19000000,1988,Action Drama Romance Thriller ,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daughters of the Dust,112,800000,1991,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFK,189,40000000,1991,Drama Thriller History ,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai Surprise,97,17000000,1986,Adventure ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Date,95,18000000,1987,Comedy Romance ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadine,83,12000000,1987,Action Comedy Romance ,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Muppets Take Manhattan,94,8000000,1984,Romance Comedy Family ,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Night to Remember,123,1680000,1958,Drama Action History ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erin Brockovich,131,52000000,2000,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Destination,98,23000000,2000,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Crimson Pirate,105,1850000,1952,Action Adventure Comedy ,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thelma & Louise,130,16000000,1991,Drama Thriller Crime Adventure ,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal House,109,2700000,1978,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do the Right Thing,120,6500000,1989,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo' Better Blues,129,10000000,1990,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jungle Fever,132,14000000,1991,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creature Comforts,5,500000,1989,Animation Comedy Family ,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Wish,93,3000000,1974,Action Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Wish 2,88,2000000,1982,Action Crime Thriller ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Wish 3,92,9000000,1985,Action Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Wish 5: The Face of Death,95,5000000,1994,Action Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Indemnity,107,927262,1944,Drama Mystery Thriller ,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cool as Ice,91,6000000,1991,Drama Action Comedy Music Romance ,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Teenage Mutant Ninja Turtles,93,13500000,1990,Science Fiction Action Adventure Comedy Family ,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,25000000,1991,Science Fiction Adventure Action Comedy Family ,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles III,96,21000000,1993,Action Adventure Comedy Family Fantasy Science Fiction ,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Red Dawn,114,4200000,1984,Action Thriller ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Band of the Hand,109,8700000,1986,Action Crime Drama ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloodsport,92,1500000,1988,Action ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eyes of Laura Mars,104,7000000,1978,Drama Horror Mystery Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Good Morning, Vietnam",121,13000000,1987,Comedy Drama War ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Guess Who's Coming to Dinner,108,4000000,1967,Comedy Drama Romance ,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Must Die,115,25000000,2000,Action Crime Thriller ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whatever It Takes,94,15000000,2000,Drama Comedy Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
