title,runtime,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
Rugrats in Paris: The Movie,78,30,2000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Nov 2000,78 min,"Germany, USA",62,6.1
102 Dalmatians,100,85000000,2000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Nov 2000,100 min,"USA, UK",35,4.9
Quills,124,13500000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 2000,124 min,"UK, Germany, USA",70,7.3
Unbreakable,106,75000000,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22 Nov 2000,106 min,USA,62,7.3
"Crouching Tiger, Hidden Dragon",120,17000000,2000,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Jan 2001,120 min,"Taiwan, Hong Kong, USA, China",94,7.8
Dungeons & Dragons,107,35000000,2000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,08 Dec 2000,107 min,"USA, Czech Republic, Canada",14,3.6
Proof of Life,135,65000000,2000,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Dec 2000,135 min,USA,45,6.2
Vertical Limit,124,75000000,2000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Dec 2000,124 min,"USA, Germany",48,5.9
The Bounty,132,25000000,1984,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 May 1984,132 min,"UK, USA, New Zealand",62,7.0
The Living Daylights,130,40000000,1987,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 Jul 1987,130 min,UK,60,6.7
The Transformers: The Movie,84,6000000,1986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Aug 1986,84 min,"USA, Japan",N/A,7.3
Wall Street,126,15000000,1987,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Dec 1987,126 min,USA,56,7.4
Born on the Fourth of July,145,14000000,1989,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,05 Jan 1990,145 min,USA,75,7.2
Talk Radio,110,4000000,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Jan 1989,110 min,"USA, Canada",66,7.3
Brewster's Millions,97,20000000,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 May 1985,102 min,USA,37,6.5
Snatch,103,10000000,2000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2001,102 min,"UK, USA",55,8.3
Punchline,123,15000000,1988,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Oct 1988,128 min,USA,52,5.9
Chocolat,121,25000000,2000,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2001,121 min,"UK, USA",64,7.2
"Dude, Where’s My Car?",83,13000000,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Dec 2000,83 min,USA,30,5.5
The Emperor's New Groove,78,100000000,2000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Dec 2000,78 min,USA,70,7.3
Pollock,122,6,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Mar 2001,122 min,USA,77,7.0
What Women Want,127,70000000,2000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Dec 2000,127 min,USA,47,6.4
Finding Forrester,136,43000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Jan 2001,136 min,USA,62,7.3
The Gift,111,10000000,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,07 Aug 2015,108 min,"USA, Australia, China",77,7.0
Cast Away,143,90000000,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Dec 2000,143 min,USA,73,7.8
The Family Man,125,60000000,2000,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Dec 2000,125 min,USA,42,6.8
The House of Mirth,140,10000000,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Mar 2001,135 min,"UK, USA, France, Germany",78,7.0
Miss Congeniality,111,45000000,2000,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Dec 2000,109 min,USA,43,6.2
"O Brother, Where Art Thou?",106,26000000,2000,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Feb 2001,107 min,"UK, France, USA",69,7.7
Dracula 2000,99,28000000,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22 Dec 2000,99 min,USA,26,4.9
All the Pretty Horses,117,57000000,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25 Dec 2000,116 min,USA,55,5.8
Thirteen Days,145,80000000,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Jan 2001,145 min,USA,67,7.3
Traffic,147,48000000,2000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Jan 2001,147 min,"USA, Mexico, Germany",86,7.6
Shadow of the Vampire,92,8000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26 Jan 2001,92 min,"UK, USA, Luxembourg",71,6.9
Kill Me Again,94,4000000,1989,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Oct 1989,94 min,USA,61,6.3
Annie,127,50000000,1982,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 Jun 1982,127 min,USA,39,6.6
Don't Tell Mom the Babysitter's Dead,105,10000000,1991,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Jun 1991,102 min,USA,35,6.3
The Alamo,167,12000000,1960,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,09 Apr 2004,137 min,USA,47,6.0
At Close Range,111,6500000,1986,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Apr 1986,111 min,USA,67,7.0
Antitrust,108,30000000,2001,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Jan 2001,108 min,USA,31,6.1
Save the Last Dance,112,13000000,2001,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12 Jan 2001,112 min,USA,53,6.2
Panic,88,1000000,2000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Apr 2001,88 min,USA,77,6.6
The Pledge,123,35000000,2001,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2001,124 min,USA,71,6.8
Coffy,91,500000,1973,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 May 1973,90 min,USA,N/A,6.8
Foxy Brown,94,500000,1974,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Apr 1974,92 min,USA,46,6.5
Sugar & Spice,81,11000000,2001,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Apr 2009,114 min,"USA, Dominican Republic",82,7.2
The Wedding Planner,103,35000000,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Jan 2001,103 min,"Germany, USA",33,5.3
Barfly,100,3000000,1987,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Oct 1987,100 min,USA,70,7.2
Beverly Hills Cop II,100,20000000,1987,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 May 1987,100 min,USA,48,6.5
Beverly Hills Cop,105,15000000,1984,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Dec 1984,105 min,USA,66,7.3
The Brave Little Toaster,90,2000000,1987,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10 Jul 1987,90 min,"USA, Taiwan, Japan, China, Canada",N/A,7.3
Can't Buy Me Love,94,1800000,1987,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Aug 1987,94 min,USA,36,6.8
Cherry 2000,99,10000000,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,05 Feb 1988,99 min,USA,59,5.6
Cop,110,2,1988,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11 Mar 1988,110 min,USA,N/A,6.4
Critical Condition,100,14000000,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jan 1987,97 min,USA,N/A,5.4
Empire of the Sun,153,35000000,1987,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25 Dec 1987,153 min,USA,62,7.7
Ernest Goes to Camp,92,3000000,1987,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 May 1987,92 min,USA,24,5.5
The Evil Dead,85,350000,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 Apr 1983,85 min,USA,71,7.5
Ishtar,107,55000000,1987,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 May 1987,107 min,USA,52,4.4
Jaws: The Revenge,89,23000000,1987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jul 1987,89 min,USA,15,3.0
Less Than Zero,98,1,1987,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Nov 1987,98 min,USA,49,6.4
The Lost Boys,97,8500000,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31 Jul 1987,97 min,USA,63,7.3
Mannequin,89,6000000,1987,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Feb 1987,90 min,USA,21,5.9
Masters of the Universe,106,22000000,1987,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,07 Aug 1987,106 min,"USA, Israel",35,5.4
The Monster Squad,82,12000000,1987,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,14 Aug 1987,79 min,USA,61,7.1
Head Over Heels,86,14000000,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Feb 2001,86 min,USA,27,5.5
Fever,110,6,1999,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Nov 2000,92 min,"UK, USA",62,5.8
The Million Dollar Hotel,122,8000000,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Feb 2000,122 min,"Germany, UK, USA",25,5.9
Hannibal,131,87000000,2001,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 Feb 2001,131 min,"USA, UK, Italy",57,6.8
Saving Silverman,90,22000000,2001,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Feb 2001,90 min,"USA, Australia",22,5.9
Vatel,125,35000000,2000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 May 2000,103 min,"France, UK, Belgium",44,6.6
Recess: School's Out,83,10000000,2001,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16 Feb 2001,82 min,"USA, Japan",43,6.6
Sweet November,119,40000000,2001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Feb 2001,119 min,USA,27,6.7
Monkeybone,93,75000000,2001,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Feb 2001,93 min,USA,40,4.7
3000 Miles to Graceland,125,62000000,2001,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Feb 2001,125 min,USA,21,6.0
The Mexican,123,57000000,2001,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Mar 2001,123 min,"USA, Mexico",43,6.1
"Me, You, Them",104,1900000,2000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Aug 2000,104 min,Brazil,66,6.9
15 Minutes,120,60000000,2001,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Mar 2001,120 min,"USA, Germany",34,6.1
Get Over It,87,10000000,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Mar 2001,87 min,USA,52,5.7
The Greatest Story Ever Told,199,20000000,1965,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Apr 1965,260 min,USA,N/A,6.6
Elmer Gantry,146,3000000,1960,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Jul 1960,146 min,USA,N/A,7.8
Demetrius and the Gladiators,101,4500000,1954,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,101 min,USA,N/A,6.6
The Fantasticks,86,10000000,1995,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22 Sep 2000,86 min,USA,48,5.6
The Abominable Dr. Phibes,94,3000000,1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 May 1971,94 min,UK,N/A,7.1
Battle Beyond the Stars,104,2000000,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13 Nov 1980,104 min,USA,N/A,5.5
Death Warrant,93,4000000,1990,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14 Sep 1990,89 min,"Canada, USA",34,5.7
Double Impact,110,15000000,1991,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Aug 1991,110 min,USA,40,5.6
Harley Davidson and the Marlboro Man,98,23000000,1991,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Aug 1991,98 min,USA,N/A,6.2
Losin' It,100,7000000,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Apr 1983,100 min,"Canada, USA",51,4.9
Mermaids,110,31000000,1990,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Dec 1990,110 min,USA,56,6.7
Manhunter,119,15000000,1986,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 Aug 1986,120 min,USA,75,7.2
Death on the Nile,140,7920000,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29 Sep 1978,140 min,UK,59,7.3
River's Edge,99,19000000,1986,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 May 1987,99 min,USA,73,7.0
The Longest Yard,121,2900000,1974,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 May 2005,113 min,USA,48,6.4
C.H.U.D.,88,1250000,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,31 Aug 1984,88 min,USA,57,5.6
Enemy at the Gates,131,68000000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16 Mar 2001,131 min,"Ireland, UK, France, Germany, USA",53,7.6
Exit Wounds,101,50000000,2001,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Mar 2001,101 min,"USA, Canada",39,5.6
Memento,113,9000000,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25 May 2001,113 min,USA,80,8.4
Heartbreakers,123,35000000,2001,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Mar 2001,123 min,USA,47,6.2
Say It Isn't So,95,25000000,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Mar 2001,95 min,USA,21,5.0
Someone Like You...,97,23000000,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Mar 2001,97 min,USA,32,6.1
Spy Kids,88,35000000,2001,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Mar 2001,88 min,USA,71,5.5
Tomcats,95,11000000,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Mar 2001,95 min,USA,15,5.4
The Tailor of Panama,109,21000000,2001,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Mar 2001,109 min,"USA, Ireland",66,6.1
Amores perros,154,2000000,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Apr 2001,154 min,Mexico,83,8.1
Along Came a Spider,104,60000000,2001,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06 Apr 2001,104 min,"USA, Germany, Canada",42,6.4
Blow,124,53000000,2001,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Apr 2001,124 min,"USA, Mexico",52,7.6
Brigham City,119,1000000,2001,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30 Mar 2001,119 min,USA,62,6.9
Bridget Jones's Diary,97,25000000,2001,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Apr 2001,97 min,"UK, France, USA",66,6.7
Joe Dirt,91,17700000,2001,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11 Apr 2001,91 min,USA,20,6.0
Josie and the Pussycats,98,22000000,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11 Apr 2001,98 min,"Canada, USA",47,5.4
Crocodile Dundee in Los Angeles,92,21150000,2001,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Apr 2001,92 min,"Australia, USA",37,4.8
Scarface,170,25000000,1983,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Dec 1983,170 min,USA,65,8.3
Driven,116,94000000,2001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Apr 2001,116 min,"USA, Canada, Australia",29,4.6
The Forsaken,90,5000000,2001,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Apr 2001,90 min,USA,35,5.3
Town & Country,104,90000000,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Oct 2014,86 min,USA,47,5.6
The Mummy Returns,130,98000000,2001,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 May 2001,130 min,USA,48,6.3
Cleopatra,248,31115000,1963,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 Jul 1963,192 min,"Switzerland, UK, USA",60,7.0
Krull,117,27000000,1983,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jul 1983,121 min,UK,45,6.1
The World According to Garp,136,17000000,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Aug 1982,136 min,USA,63,7.2
Candy,124,3000000,1968,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 May 2006,108 min,Australia,57,7.3
Fellini Satyricon,129,3000000,1969,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Mar 1970,129 min,"Italy, France",N/A,6.9
A Home of Our Own,104,12000000,1993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Nov 1993,104 min,USA,N/A,7.1
For the Boys,138,40000000,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27 Nov 1991,138 min,USA,N/A,6.4
Love Story,99,2200000,1970,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Dec 1970,100 min,USA,84,6.9
A Knight's Tale,132,65000000,2001,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 May 2001,132 min,USA,56,6.9
Angel Eyes,102,53000000,2001,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 May 2001,102 min,USA,39,5.6
Shrek,90,60000000,2001,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 May 2001,90 min,USA,84,7.8
Moulin Rouge!,127,52500000,2001,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,01 Jun 2001,127 min,"Australia, USA",66,7.6
Pearl Harbor,183,140000000,2001,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25 May 2001,183 min,USA,44,6.2
Postcards from the Edge,101,22000000,1990,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Sep 1990,101 min,USA,71,6.7
City Slickers,112,27000000,1991,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,07 Jun 1991,113 min,USA,70,6.7
Mississippi Burning,128,15000000,1988,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Jan 1989,128 min,USA,65,7.8
The Magnificent Seven,128,2000000,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23 Sep 2016,132 min,"USA, Australia",54,6.9
The Scarlet Empress,104,900000,1934,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Sep 1934,104 min,USA,N/A,7.6
Throw Momma from the Train,88,14000000,1987,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Dec 1987,88 min,USA,56,6.3
The Sand Pebbles,182,12000000,1966,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20 Dec 1966,182 min,USA,N/A,7.6
Von Ryan's Express,117,5760000,1965,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23 Jun 1965,117 min,USA,N/A,7.1
The Animal,84,22000000,2001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Jun 2001,84 min,USA,43,4.8
What's the Worst That Could Happen?,94,45000000,2001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Jun 2001,94 min,USA,37,5.5
Evolution,101,80000000,2001,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,08 Jun 2001,101 min,USA,40,6.1
Swordfish,99,102000000,2001,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Jun 2001,99 min,USA,32,6.5
Catch-22,121,18000000,1970,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24 Jun 1970,122 min,USA,70,7.2
Forgotten Silver,53,650000,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Oct 1997,53 min,New Zealand,N/A,7.4
Point Break,120,24000000,1991,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Jul 1991,122 min,"Japan, USA",58,7.3
