title,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
The Rose,9250000,1979,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,07 Nov 1979,125 min,USA,67.0,7.0
Once Bitten,3200000,1985,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 Nov 1985,94 min,USA,64.0,5.5
The Brood,1355000,1979,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25 May 1979,92 min,Canada,63.0,6.8
The Fighting Temptations,15000000,2003,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19 Sep 2003,123 min,USA,53.0,5.5
Underworld,22000000,2003,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Sep 2003,121 min,"USA, UK, Germany, Hungary",42.0,7.0
Bubba Ho-tep,1000000,2002,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10 Oct 2003,92 min,USA,57.0,7.0
Duplex,40000000,2003,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Sep 2003,89 min,"Germany, USA",50.0,5.9
The Rundown,85000000,2003,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Sep 2003,104 min,USA,59.0,6.7
Under the Tuscan Sun,18000000,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Sep 2003,113 min,"USA, Italy",52.0,6.8
Mambo Italiano,4361898,2003,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Sep 2003,99 min,Canada,41.0,6.7
To Be and to Have,1000000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28 Aug 2002,104 min,France,87.0,7.8
The Triplets of Belleville,8000000,2003,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Feb 2004,80 min,"France, Belgium, Canada, UK, Latvia, USA",91.0,7.8
Videodrome,5952000,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,04 Feb 1983,87 min,Canada,60.0,7.2
Lagaan: Once Upon a Time in India,5200000,2001,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15 Jun 2001,224 min,India,84.0,8.1
Judgment at Nuremberg,3000000,1961,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Dec 1961,179 min,USA,60.0,8.2
"Same Time, Next Year",118,1978,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Mar 1979,119 min,USA,,7.2
The Rules of the Game,8847685,1939,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Apr 1950,110 min,France,,8.0
All the President's Men,8500000,1976,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09 Apr 1976,138 min,USA,84.0,8.0
Avalon,8000000,2001,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20 Jan 2001,107 min,"Japan, Poland",,6.4
The Barber of Siberia,35000000,1998,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Feb 1999,180 min,"Russia, France, Italy, Czech Republic",,7.8
Beethoven's 2nd,15000000,1993,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 1993,89 min,USA,,4.9
Boyz n the Hood,6500000,1991,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Jul 1991,112 min,USA,76.0,7.7
Bugsy,30000000,1991,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Dec 1991,136 min,USA,80.0,6.8
Consenting Adults,18000000,1992,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16 Oct 1992,99 min,USA,,5.8
Phenomena,3800000,1985,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,02 Aug 1985,116 min,"Italy, Switzerland",57.0,6.8
Crimewave,3000000,1985,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Apr 1986,83 min,USA,34.0,5.7
Crying Freeman,6100000,1995,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Apr 1996,102 min,"France, USA, Japan, Canada",,6.5
Where Eagles Dare,7700000,1968,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12 Mar 1969,158 min,"UK, USA",63.0,7.7
Sleeping with the Enemy,19000000,1991,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Feb 1991,99 min,USA,48.0,6.3
PCU,9000000,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Apr 1994,79 min,USA,42.0,6.6
The Ghost & Mr. Chicken,700000,1966,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13 Nov 2008,104 min,Russia,,7.0
City Heat,25000000,1984,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Dec 1984,93 min,USA,39.0,5.5
Into the Night,11400000,1985,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Feb 1985,115 min,USA,41.0,6.5
A Rage in Harlem,8000000,1991,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 May 1991,115 min,"UK, USA",,5.9
Ginger Snaps,5000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11 May 2001,108 min,Canada,70.0,6.8
More American Graffiti,2500000,1979,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03 Aug 1979,110 min,USA,44.0,5.3
The Gun in Betty Lou's Handbag,13000000,1992,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21 Aug 1992,89 min,USA,,5.1
The Debut,1000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Aug 2003,88 min,USA,60.0,6.6
Article 99,18000000,1992,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Mar 1992,100 min,USA,,6.1
Tough Guys Don't Dance,5000000,1987,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18 Sep 1987,110 min,USA,,4.9
There Goes My Baby,10500000,1994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Sep 1994,99 min,USA,,6.4
Kingdom of the Spiders,500000,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,01 Nov 1977,97 min,USA,,5.8
In Cold Blood,3500000,1967,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Mar 1968,134 min,USA,89.0,7.9
Mobsters,23000000,1991,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Jul 1991,104 min,USA,,6.0
Out of Time,50000000,2003,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Oct 2003,105 min,USA,63.0,6.5
School of Rock,35000000,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03 Oct 2003,109 min,"USA, Germany",82.0,7.1
The Station Agent,500000,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Dec 2003,89 min,USA,81.0,7.6
Wonderland,5000000,2003,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24 Oct 2003,104 min,"Canada, USA",43.0,6.6
Mystic River,25000000,2003,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15 Oct 2003,138 min,"USA, Australia",84.0,7.9
Good Boy!,17000000,2003,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10 Oct 2003,87 min,USA,49.0,5.1
House of the Dead,7000000,2003,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10 Oct 2003,90 min,"Germany, Canada, USA",15.0,2.0
Intolerable Cruelty,60000000,2003,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Oct 2003,100 min,USA,71.0,6.2
Kill Bill: Vol. 1,30000000,2003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Oct 2003,111 min,"USA, Japan",69.0,8.1
Runaway Jury,60000000,2003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Oct 2003,127 min,USA,61.0,7.1
The Texas Chainsaw Massacre,9500000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 Oct 2003,98 min,USA,38.0,6.2
Pieces of April,300000,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Nov 2003,80 min,USA,70.0,7.0
Sylvia,7000000,2003,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 Oct 2003,100 min,UK,56.0,6.3
Veronica Guerin,17000000,2003,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Oct 2003,98 min,"Ireland, UK, USA",55.0,6.9
In the Cut,12000000,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31 Oct 2003,119 min,"UK, Australia, France, USA",46.0,5.3
Beyond Borders,35000000,2003,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24 Oct 2003,127 min,"Germany, USA",32.0,6.5
Radio,32000000,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Oct 2003,109 min,USA,38.0,6.9
Scary Movie 3,48000000,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Oct 2003,84 min,"USA, Canada",49.0,5.5
Brother Bear,100000000,2003,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Nov 2003,85 min,USA,48.0,6.8
Elephant,3000000,2003,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Nov 2003,81 min,USA,70.0,7.2
Interstate 60,7000000,2002,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10 Sep 2003,116 min,"Canada, USA",,7.7
Captain Kronos: Vampire Hunter,400000,1974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14 Jun 1974,91 min,UK,,6.5
The Human Stain,30000000,2003,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Oct 2003,106 min,"Germany, France, USA",57.0,6.2
Shattered Glass,6000000,2003,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Nov 2003,94 min,"USA, Canada",73.0,7.1
The Matrix Revolutions,150000000,2003,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,05 Nov 2003,129 min,USA,47.0,6.8
Elf,32000000,2003,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Nov 2003,97 min,USA,64.0,6.9
Love Actually,40000000,2003,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Nov 2003,135 min,"UK, USA, France",55.0,7.6
Looney Tunes: Back in Action,80000000,2003,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Nov 2003,91 min,"Germany, USA",64.0,5.7
Master and Commander: The Far Side of the World,150000000,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Nov 2003,138 min,USA,81.0,7.4
Tupac: Resurrection,300000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14 Nov 2003,112 min,USA,66.0,7.9
The Missing,60000000,2003,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26 Nov 2003,137 min,USA,55.0,6.5
Gothika,40000000,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21 Nov 2003,98 min,"USA, France, Canada, Spain",38.0,5.8
21 Grams,20000000,2003,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jan 2004,124 min,USA,70.0,7.7
The Barbarian Invasions,8000000,2003,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Mar 2004,99 min,"Canada, France",70.0,7.6
Bad Santa,23000000,2003,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Nov 2003,92 min,"Germany, USA",70.0,7.0
The Haunted Mansion,90000000,2003,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26 Nov 2003,88 min,USA,34.0,5.0
Timeline,80000000,2003,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26 Nov 2003,116 min,USA,28.0,5.6
Darkman,16000000,1990,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24 Aug 1990,96 min,USA,65.0,6.4
New Jack City,8500000,1991,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Mar 1991,97 min,USA,61.0,6.7
WarGames,12000000,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,03 Jun 1983,114 min,USA,77.0,7.1
Mr. Hobbs Takes a Vacation,2000000,1962,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jun 1962,116 min,USA,,6.9
Guarding Tess,20000000,1994,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Mar 1994,96 min,USA,46.0,6.2
Hannah and Her Sisters,6400000,1986,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Mar 1986,107 min,USA,90.0,7.9
Highlander II: The Quickening,30000000,1991,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Nov 1991,91 min,"UK, France, Argentina",31.0,4.3
Hoffa,35000000,1992,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 1992,140 min,USA,50.0,6.6
Hudson Hawk,65000000,1991,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 May 1991,100 min,USA,17.0,5.8
Kafka,11000000,1991,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15 Nov 1991,98 min,"France, USA",46.0,6.9
Kindergarten Cop,15000000,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Dec 1990,111 min,USA,61.0,6.1
The Last Boy Scout,29000000,1991,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Dec 1991,105 min,USA,52.0,7.0
Last Tango in Paris,1250000,1972,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Feb 1973,129 min,"France, Italy",77.0,7.0
Mr. Destiny,20000000,1990,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12 Oct 1990,110 min,USA,,6.4
The Night of the Hunter,795000,1955,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Nov 1955,92 min,USA,99.0,8.0
Over the Top,25000000,1987,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Feb 1987,93 min,USA,40.0,5.8
Passenger 57,15000000,1992,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Nov 1992,84 min,USA,,5.9
Presumed Innocent,22000000,1990,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27 Jul 1990,127 min,USA,72.0,6.9
Project X,18000000,1987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Mar 2012,88 min,USA,48.0,6.6
Pure Luck,17010000,1991,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09 Aug 1991,96 min,"USA, Mexico",36.0,5.9
Battle Royale,4500000,2000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Dec 2000,114 min,Japan,81.0,7.6
The Wedding Banquet,1000000,1993,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Aug 1993,106 min,"Taiwan, USA",,7.6
Silverado,26000000,1985,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10 Jul 1985,133 min,USA,64.0,7.2
Rabid,530000,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08 Apr 1977,91 min,Canada,,6.3
Radio Flyer,35000000,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Feb 1992,114 min,USA,,7.0
The Secret of My Success,12000000,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Apr 1987,111 min,USA,36.0,6.5
Streets of Fire,14500000,1984,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,01 Jun 1984,93 min,USA,59.0,6.7
Vivre Sa Vie,64000,1962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Sep 1962,85 min,France,,8.0
Wild at Heart,9500000,1990,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Aug 1990,125 min,USA,52.0,7.2
Year of the Dragon,24000000,1985,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Aug 1985,134 min,USA,58.0,6.9
Nothing to Lose,25000000,1997,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Jul 1997,98 min,USA,,6.7
Mary of Scotland,864000,1936,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Aug 1936,123 min,USA,,6.3
Swing Time,886000,1936,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12 Oct 1936,103 min,USA,91.0,7.6
Birdman of Alcatraz,2650000,1962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Jul 1962,147 min,USA,76.0,7.8
Aguirre: The Wrath of God,92000,1972,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Apr 1977,95 min,"West Germany, Mexico, Peru",,7.9
Red River,3000000,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17 Sep 1948,133 min,USA,,7.8
Stagecoach,531374,1939,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03 Mar 1939,96 min,USA,93.0,7.9
The Court Jester,4000000,1955,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Jan 1956,101 min,USA,,7.9
Bullitt,5500000,1968,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Oct 1968,114 min,USA,81.0,7.4
Jezebel,1250000,1938,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Mar 1938,104 min,USA,,7.5
42nd Street,439000,1933,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11 Mar 1933,89 min,USA,,7.4
I'm No Angel,225000,1933,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Oct 1933,87 min,USA,,6.9
A Passage to India,8000000,1984,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Feb 1985,164 min,"UK, USA",78.0,7.3
The Front Page,4000000,1974,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Dec 1974,105 min,USA,,7.3
Nausicaä of the Valley of the Wind,1000000,1984,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Nov 1987,117 min,"Japan, USA",86.0,8.1
Dragnet,20000000,1987,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Jun 1987,106 min,USA,62.0,6.0
1941,35000000,1979,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Dec 1979,118 min,USA,34.0,5.8
Accident,600000,1967,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Jun 1967,105 min,UK,,6.9
Leprechaun,900000,1993,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08 Jan 1993,92 min,USA,17.0,4.8
Dark Wolf,2500000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21 Jan 2016,,USA,,
Naked Lunch,16000000,1991,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Apr 1992,115 min,"Canada, UK, Japan",67.0,7.1
Run,16000000,1991,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Feb 1991,91 min,"USA, Canada",,6.3
Stolen Kisses,350000,1968,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Feb 1969,91 min,France,,7.7
The Cooler,32000000,2003,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jan 2004,101 min,USA,69.0,6.9
Honey,18000000,2003,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,05 Dec 2003,94 min,USA,37.0,5.4
The Last Samurai,140000000,2003,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,05 Dec 2003,154 min,"USA, New Zealand, Japan",55.0,7.7
Big Fish,70000000,2003,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Jan 2004,125 min,USA,58.0,8.0
Something's Gotta Give,80000000,2003,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Dec 2003,128 min,USA,66.0,6.7
Stuck on You,55000000,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Dec 2003,118 min,USA,62.0,5.7
The Lord of the Rings: The Return of the King,94000000,2003,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 2003,201 min,"New Zealand, USA",94.0,8.9
Mona Lisa Smile,65000000,2003,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Dec 2003,117 min,USA,45.0,6.5
Calendar Girls,10000000,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Jan 2004,108 min,"UK, USA",60.0,6.9
The Hebrew Hammer,1000000,2003,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Mar 2004,85 min,USA,41.0,6.1
House of Sand and Fog,16500000,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Jan 2004,126 min,USA,71.0,7.5
Monster,8000000,2003,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jan 2004,109 min,"Germany, USA",74.0,7.3
